uid,year,state,cigsale,lnincome,beer,age15to24,retprice,time,california,cal_trend,tax_dummy,tax_trend,cal_tax_dummy,cal_tax_trend
628,1977,Nevada,190.8,10.0006,,0.1770913,49.299999,7,0,0,0,0,0,0
629,1978,Nevada,187,10.06987,,0.1793108,54.299999,8,0,0,0,0,0,0
630,1979,Nevada,183.3,10.05607,,0.1815304,57.099998,9,0,0,0,0,0,0
631,1980,Nevada,177.7,10.03425,,0.18375,63.099998,10,0,0,0,0,0,0
632,1981,Nevada,171.89999,10.00596,,0.1785419,63.299999,11,0,0,0,0,0,0
633,1982,Nevada,165.10001,9.9568682,,0.1733339,71.599998,12,0,0,0,0,0,0
634,1983,Nevada,159.2,9.9637251,,0.16812579,81.900002,13,0,0,0,0,0,0
635,1984,Nevada,136.60001,9.9942179,35.099998,0.16291779,99.800003,14,0,0,0,0,0,0
636,1985,Nevada,146.7,10.02568,35.700001,0.1577097,109.3,15,0,0,0,0,0,0
637,1986,Nevada,142.60001,10.06373,37.200001,0.1525016,106.6,16,0,0,0,0,0,0
638,1987,Nevada,147.7,10.07728,37.700001,0.1472936,114,17,0,0,0,0,0,0
639,1988,Nevada,141.89999,10.09819,39.299999,0.14208549,129.60001,18,0,0,0,0,0,0
640,1989,Nevada,137.89999,10.12983,40.400002,0.13687751,145.60001,19,0,0,1,0,0,0
641,1990,Nevada,137.3,10.12119,40.200001,0.1316694,173.7,20,0,0,1,1,0,0
642,1991,Nevada,115.5,10.10557,37.700001,,186.3,21,0,0,1,2,0,0
643,1992,Nevada,110,10.1271,36.400002,,193.8,22,0,0,1,3,0,0
644,1993,Nevada,108.1,10.13713,35.099998,,196.8,23,0,0,1,4,0,0
645,1994,Nevada,105.2,10.16239,35.099998,,190.3,24,0,0,1,5,0,0
646,1995,Nevada,100.9,10.18081,34.299999,,190.39999,25,0,0,1,6,0,0
647,1996,Nevada,99,10.20678,35.200001,,195,26,0,0,1,7,0,0
648,1997,Nevada,95.599998,10.18646,34.400002,,198.5,27,0,0,1,8,0,0
649,1998,Nevada,102.4,,,,200.60001,28,0,0,1,9,0,0
650,1999,Nevada,103.9,,,,225.8,29,0,0,1,10,0,0
651,2000,Nevada,93.199997,,,,303.5,30,0,0,1,11,0,0
652,1970,New Hampshire,265.70001,,,0.17073169,31.4,0,0,0,0,0,0,0
653,1971,New Hampshire,278,,,0.1723339,34.099998,1,0,0,0,0,0,0
654,1972,New Hampshire,296.20001,9.7363758,,0.1739361,36.099998,2,0,0,0,0,0,0
655,1973,New Hampshire,279,9.7749453,,0.1755383,36.900002,3,0,0,0,0,0,0
656,1974,New Hampshire,269.79999,9.7473078,,0.1771404,37.900002,4,0,0,0,0,0,0
657,1975,New Hampshire,269.10001,9.7188511,,0.1787426,40.799999,5,0,0,0,0,0,0
658,1976,New Hampshire,290.5,9.7770433,,0.18034481,43.900002,6,0,0,0,0,0,0
659,1977,New Hampshire,278.79999,9.8067627,,0.18194699,45,7,0,0,0,0,0,0
660,1978,New Hampshire,269.60001,9.8531675,,0.1835492,49.700001,8,0,0,0,0,0,0
661,1979,New Hampshire,254.60001,9.8659334,,0.18515129,53.200001,9,0,0,0,0,0,0
662,1980,New Hampshire,247.8,9.8606939,,0.1867535,55.299999,10,0,0,0,0,0,0
663,1981,New Hampshire,245.39999,9.8670425,,0.18237481,58.400002,11,0,0,0,0,0,0
664,1982,New Hampshire,239.8,9.8762445,,0.1779961,67,12,0,0,0,0,0,0
665,1983,New Hampshire,232.89999,9.9404678,,0.1736175,74.699997,13,0,0,0,0,0,0
666,1984,New Hampshire,215.10001,10.00683,35.599998,0.16923881,90.5,14,0,0,0,0,0,0
667,1985,New Hampshire,201.10001,10.06133,35.700001,0.1648601,89.199997,15,0,0,0,0,0,0
668,1986,New Hampshire,195.89999,10.12613,34.700001,0.16048139,100,16,0,0,0,0,0,0
669,1987,New Hampshire,195.10001,10.14629,34.700001,0.1561027,102,17,0,0,0,0,0,0
670,1988,New Hampshire,180.39999,10.17227,34.099998,0.151724,113.5,18,0,0,0,0,0,0
671,1989,New Hampshire,172.89999,10.15991,33.299999,0.1473453,125.9,19,0,0,1,0,0,0
672,1990,New Hampshire,152.39999,10.12278,32.900002,0.1429666,135.89999,20,0,0,1,1,0,0
673,1991,New Hampshire,144.8,10.11431,32.900002,,153.89999,21,0,0,1,2,0,0
674,1992,New Hampshire,143.7,10.12097,32.200001,,164.39999,22,0,0,1,3,0,0
675,1993,New Hampshire,148.89999,10.11176,32.400002,,181.10001,23,0,0,1,4,0,0
676,1994,New Hampshire,153.8,10.15647,31,,157.8,24,0,0,1,5,0,0
677,1995,New Hampshire,158.5,10.21322,31,,163.89999,25,0,0,1,6,0,0
678,1996,New Hampshire,158,10.22895,31.1,,168.60001,26,0,0,1,7,0,0
679,1997,New Hampshire,174.39999,10.23085,31.299999,,176.60001,27,0,0,1,8,0,0
680,1998,New Hampshire,173.8,,,,197,28,0,0,1,9,0,0
681,1999,New Hampshire,171.7,,,,222.8,29,0,0,1,10,0,0
682,2000,New Hampshire,147.3,,,,313.89999,30,0,0,1,11,0,0
683,1970,New Mexico,90,,,0.1848574,39.700001,0,0,0,0,0,0,0
684,1971,New Mexico,92.599998,,,0.1860954,41.700001,1,0,0,0,0,0,0
685,1972,New Mexico,99.300003,9.5577898,,0.18733341,41.099998,2,0,0,0,0,0,0
686,1973,New Mexico,98.900002,9.5927162,,0.1885713,41.799999,3,0,0,0,0,0,0
687,1974,New Mexico,100.3,9.5847664,,0.18980929,43.700001,4,0,0,0,0,0,0
688,1975,New Mexico,103.1,9.5968885,,0.1910473,46.299999,5,0,0,0,0,0,0
689,1976,New Mexico,102.4,9.632618,,0.1922853,49.5,6,0,0,0,0,0,0
690,1977,New Mexico,102.4,9.6699677,,0.1935232,51.599998,7,0,0,0,0,0,0
691,1978,New Mexico,103.1,9.7172966,,0.1947612,56,8,0,0,0,0,0,0
692,1979,New Mexico,101,9.6999969,,0.19599921,57.599998,9,0,0,0,0,0,0
693,1980,New Mexico,102.7,9.6777515,,0.1972371,62.599998,10,0,0,0,0,0,0
694,1981,New Mexico,103,9.6808281,,0.1915056,63,11,0,0,0,0,0,0
695,1982,New Mexico,97.5,9.6785994,,0.1857741,69.400002,12,0,0,0,0,0,0
696,1983,New Mexico,96.300003,9.6864834,,0.18004251,79.599998,13,0,0,0,0,0,0
697,1984,New Mexico,88.900002,9.7078657,28.299999,0.174311,90.199997,14,0,0,0,0,0,0
698,1985,New Mexico,88,9.7347498,28.700001,0.1685795,97.5,15,0,0,0,0,0,0
699,1986,New Mexico,88.199997,9.7369003,27.9,0.162848,101.2,16,0,0,0,0,0,0
700,1987,New Mexico,82.300003,9.7291622,27.799999,0.1571164,110.2,17,0,0,0,0,0,0
701,1988,New Mexico,77.699997,9.743268,27.200001,0.1513849,113.7,18,0,0,0,0,0,0
702,1989,New Mexico,74.400002,9.7600632,27.9,0.1456534,127.2,19,0,0,1,0,0,0
703,1990,New Mexico,70.800003,9.765913,27.200001,0.1399218,133.60001,20,0,0,1,1,0,0
704,1991,New Mexico,69.900002,9.7680378,27.1,,146.89999,21,0,0,1,2,0,0
705,1992,New Mexico,71.400002,9.7842789,26.700001,,165.39999,22,0,0,1,3,0,0
706,1993,New Mexico,69,9.8062363,26.4,,172.2,23,0,0,1,4,0,0
707,1994,New Mexico,68.199997,9.8274717,25.4,,158.39999,24,0,0,1,5,0,0
708,1995,New Mexico,67,9.8719387,27.4,,163.5,25,0,0,1,6,0,0
709,1996,New Mexico,65.699997,9.8787642,27.200001,,170.8,26,0,0,1,7,0,0
710,1997,New Mexico,61.799999,9.8642597,27,,176,27,0,0,1,8,0,0
711,1998,New Mexico,62.599998,,,,183.8,28,0,0,1,9,0,0
712,1999,New Mexico,59.700001,,,,201.8,29,0,0,1,10,0,0
713,2000,New Mexico,53.799999,,,,279.79999,30,0,0,1,11,0,0
714,1970,North Carolina,172.39999,,,0.1935484,27.299999,0,0,0,0,0,0,0
715,1971,North Carolina,187.60001,,,0.1936767,29.4,1,0,0,0,0,0,0
716,1972,North Carolina,214.10001,9.5908585,,0.19380499,28.700001,2,0,0,0,0,0,0
717,1973,North Carolina,226.5,9.6449947,,0.1939334,28.9,3,0,0,0,0,0,0
718,1974,North Carolina,227.3,9.6212044,,0.1940617,30.1,4,0,0,0,0,0,0
719,1975,North Carolina,226,9.5906782,,0.19419,32.900002,5,0,0,0,0,0,0
720,1976,North Carolina,230.2,9.6371365,,0.1943184,35.799999,6,0,0,0,0,0,0
721,1977,North Carolina,217,9.6569748,,0.1944467,36.599998,7,0,0,0,0,0,0
722,1978,North Carolina,205.5,9.69771,,0.194575,41.799999,8,0,0,0,0,0,0
723,1979,North Carolina,197.3,9.6813517,,0.1947034,43.700001,9,0,0,0,0,0,0
724,1980,North Carolina,187.8,9.6566,,0.1948317,47.299999,10,0,0,0,0,0,0
725,1981,North Carolina,179.3,9.6617842,,0.1909665,50,11,0,0,0,0,0,0
726,1982,North Carolina,179,9.6492243,,0.18710139,55.5,12,0,0,0,0,0,0
727,1983,North Carolina,169.8,9.6938868,,0.1832362,66,13,0,0,0,0,0,0
728,1984,North Carolina,160.60001,9.753726,19.799999,0.1793711,75,14,0,0,0,0,0,0
729,1985,North Carolina,156.3,9.7817574,19.700001,0.175506,78.900002,15,0,0,0,0,0,0
730,1986,North Carolina,154.39999,9.8303633,20,0.1716408,83.699997,16,0,0,0,0,0,0
731,1987,North Carolina,150.5,9.8545933,20,0.16777571,90.599998,17,0,0,0,0,0,0
732,1988,North Carolina,146,9.8825531,20.1,0.16391049,96,18,0,0,0,0,0,0
733,1989,North Carolina,139.3,9.8892889,20.299999,0.1600454,107.6,19,0,0,1,0,0,0
734,1990,North Carolina,133.7,9.9033413,20.9,0.1561802,116.4,20,0,0,1,1,0,0
735,1991,North Carolina,132.7,9.8938532,20.200001,,126.6,21,0,0,1,2,0,0
736,1992,North Carolina,128.89999,9.9231043,20.700001,,145,22,0,0,1,3,0,0
737,1993,North Carolina,129.7,9.9406633,20.9,,153.5,23,0,0,1,4,0,0
738,1994,North Carolina,112.7,9.9669323,20.799999,,135.89999,24,0,0,1,5,0,0
739,1995,North Carolina,124.9,10.02181,20.5,,142.3,25,0,0,1,6,0,0
740,1996,North Carolina,129.7,10.04514,21.1,,145.60001,26,0,0,1,7,0,0
741,1997,North Carolina,125.6,10.05129,21.299999,,152,27,0,0,1,8,0,0
742,1998,North Carolina,126,,,,167.60001,28,0,0,1,9,0,0
743,1999,North Carolina,113.1,,,,186.8,29,0,0,1,10,0,0
744,2000,North Carolina,109,,,,257.29999,30,0,0,1,11,0,0
745,1970,North Dakota,93.800003,,,0.184466,37.299999,0,0,0,0,0,0,0
746,1971,North Dakota,98.5,,,0.186387,38.900002,1,0,0,0,0,0,0
747,1972,North Dakota,103.8,9.6972351,,0.1883079,38.900002,2,0,0,0,0,0,0
748,1973,North Dakota,108.7,9.984169,,0.1902288,39.400002,3,0,0,0,0,0,0
749,1974,North Dakota,110.5,9.8643074,,0.1921497,39.900002,4,0,0,0,0,0,0
750,1975,North Dakota,117.9,9.8067036,,0.1940707,42.599998,5,0,0,0,0,0,0
751,1976,North Dakota,125.4,9.7255096,,0.19599161,45.900002,6,0,0,0,0,0,0
752,1977,North Dakota,122.2,9.6932182,,0.1979125,47.400002,7,0,0,0,0,0,0
753,1978,North Dakota,121.9,9.8596678,,0.1998335,53.200001,8,0,0,0,0,0,0
754,1979,North Dakota,121.3,9.7826929,,0.20175441,55,9,0,0,0,0,0,0
755,1980,North Dakota,123.7,9.6105089,,0.2036753,59.599998,10,0,0,0,0,0,0
756,1981,North Dakota,125.7,9.7618484,,0.1979569,62,11,0,0,0,0,0,0
757,1982,North Dakota,126.8,9.7649136,,0.19223841,67.800003,12,0,0,0,0,0,0
758,1983,North Dakota,119.6,9.7920113,,0.18651991,77.900002,13,0,0,0,0,0,0
759,1984,North Dakota,109.4,9.7956266,24,0.18080141,94.400002,14,0,0,0,0,0,0
760,1985,North Dakota,103.2,9.7935133,23.1,0.175083,100.6,15,0,0,0,0,0,0
761,1986,North Dakota,99.800003,9.8046122,23,0.1693645,104.2,16,0,0,0,0,0,0
762,1987,North Dakota,92.300003,9.7899351,23.299999,0.163646,110.3,17,0,0,0,0,0,0
763,1988,North Dakota,87.099998,9.6920958,24.1,0.1579275,123.3,18,0,0,0,0,0,0
764,1989,North Dakota,84.099998,9.786231,24.5,0.1522091,135.89999,19,0,0,1,0,0,0
765,1990,North Dakota,77.099998,9.8413601,26.6,0.1464906,144.3,20,0,0,1,1,0,0
766,1991,North Dakota,85.199997,9.8193769,26.1,,159.8,21,0,0,1,2,0,0
767,1992,North Dakota,74.300003,9.8829813,25.4,,168.3,22,0,0,1,3,0,0
768,1993,North Dakota,83,9.8531046,25.6,,177.60001,23,0,0,1,4,0,0
769,1994,North Dakota,81,9.9164858,25.799999,,180.10001,24,0,0,1,5,0,0
770,1995,North Dakota,80.599998,9.8840332,25.5,,179.5,25,0,0,1,6,0,0
771,1996,North Dakota,80.800003,9.9606361,26.6,,182.7,26,0,0,1,7,0,0
772,1997,North Dakota,77.5,9.9085445,26.4,,194.10001,27,0,0,1,8,0,0
773,1998,North Dakota,79.099998,,,,205.2,28,0,0,1,9,0,0
774,1999,North Dakota,74.699997,,,,223.60001,29,0,0,1,10,0,0
775,2000,North Dakota,72.5,,,,297.5,30,0,0,1,11,0,0
776,1970,Ohio,121.6,,,0.1732195,36.599998,0,0,0,0,0,0,0
777,1971,Ohio,124.6,,,0.17453989,38.099998,1,0,0,0,0,0,0
778,1972,Ohio,124.4,9.7795792,,0.1758603,38.400002,2,0,0,0,0,0,0
779,1973,Ohio,120.5,9.8266315,,0.17718069,42,3,0,0,0,0,0,0
780,1974,Ohio,122.1,9.8118534,,0.1785011,42.900002,4,0,0,0,0,0,0
781,1975,Ohio,122.5,9.7832298,,0.1798214,46,5,0,0,0,0,0,0
782,1976,Ohio,124.6,9.8318577,,0.18114179,48.5,6,0,0,0,0,0,0
783,1977,Ohio,127.3,9.8724022,,0.1824622,49.799999,7,0,0,0,0,0,0
784,1978,Ohio,131.3,9.8993502,,0.18378261,53.900002,8,0,0,0,0,0,0
785,1979,Ohio,130.89999,9.8915901,,0.185103,56.299999,9,0,0,0,0,0,0
786,1980,Ohio,133.5,9.8509111,,0.18642341,58.700001,10,0,0,0,0,0,0
787,1981,Ohio,132.8,9.8355169,,0.1822796,61.400002,11,0,0,0,0,0,0
788,1982,Ohio,134,9.8154449,,0.1781359,68.300003,12,0,0,0,0,0,0
789,1983,Ohio,130,9.8364983,,0.1739921,82.5,13,0,0,0,0,0,0
790,1984,Ohio,127.1,9.8840942,24.9,0.16984829,89.199997,14,0,0,0,0,0,0
791,1985,Ohio,126.7,9.9044762,24.200001,0.1657045,92.199997,15,0,0,0,0,0,0
792,1986,Ohio,126.3,9.9381123,23.4,0.1615607,98.099998,16,0,0,0,0,0,0
793,1987,Ohio,124.6,9.9430628,23.9,0.157417,102.2,17,0,0,0,0,0,0
794,1988,Ohio,122.4,9.9685946,23.700001,0.1532732,108.4,18,0,0,0,0,0,0
795,1989,Ohio,118.6,9.9778709,23.9,0.14912941,120.5,19,0,0,1,0,0,0
796,1990,Ohio,115.5,9.977726,23.9,0.1449856,135.39999,20,0,0,1,1,0,0
797,1991,Ohio,113.2,9.9623299,23.6,,139.8,21,0,0,1,2,0,0
798,1992,Ohio,112.3,9.9826889,23,,159.60001,22,0,0,1,3,0,0
799,1993,Ohio,108.9,9.9897213,23,,162.5,23,0,0,1,4,0,0
800,1994,Ohio,108.6,10.03149,23,,151.2,24,0,0,1,5,0,0
801,1995,Ohio,111.7,10.08051,22.799999,,155.60001,25,0,0,1,6,0,0
802,1996,Ohio,107.6,10.09726,23.299999,,159.7,26,0,0,1,7,0,0
803,1997,Ohio,108.6,10.09318,23,,166.8,27,0,0,1,8,0,0
804,1998,Ohio,106.4,,,,172.89999,28,0,0,1,9,0,0
805,1999,Ohio,104,,,,193.2,29,0,0,1,10,0,0
806,2000,Ohio,99.900002,,,,265.39999,30,0,0,1,11,0,0
807,1970,Oklahoma,108.4,,,0.17545921,38.400002,0,0,0,0,0,0,0
808,1971,Oklahoma,115.4,,,0.1765248,39.799999,1,0,0,0,0,0,0
809,1972,Oklahoma,121.7,9.6250267,,0.1775905,39.799999,2,0,0,0,0,0,0
810,1973,Oklahoma,124.1,9.6824188,,0.1786561,40.400002,3,0,0,0,0,0,0
811,1974,Oklahoma,130.5,9.6751032,,0.1797218,41,4,0,0,0,0,0,0
812,1975,Oklahoma,132.89999,9.6826162,,0.1807874,43.599998,5,0,0,0,0,0,0
813,1976,Oklahoma,138.60001,9.7122602,,0.1818531,46.400002,6,0,0,0,0,0,0
814,1977,Oklahoma,140.39999,9.7403669,,0.1829187,47.900002,7,0,0,0,0,0,0
815,1978,Oklahoma,143.60001,9.782526,,0.1839844,53.099998,8,0,0,0,0,0,0
816,1979,Oklahoma,141.60001,9.8096666,,0.18505,55.5,9,0,0,0,0,0,0
817,1980,Oklahoma,141.60001,9.8114376,,0.1861157,62.900002,10,0,0,0,0,0,0
818,1981,Oklahoma,143.7,9.8449898,,0.1817683,65.800003,11,0,0,0,0,0,0
819,1982,Oklahoma,147,9.8531399,,0.17742079,71.699997,12,0,0,0,0,0,0
820,1983,Oklahoma,140,9.8048458,,0.1730734,83.900002,13,0,0,0,0,0,0
821,1984,Oklahoma,128.10001,9.813323,17.799999,0.16872589,93.300003,14,0,0,0,0,0,0
822,1985,Oklahoma,124.2,9.8161297,18.1,0.16437849,95.099998,15,0,0,0,0,0,0
823,1986,Oklahoma,119.9,9.8019218,18.299999,0.1600311,104.6,16,0,0,0,0,0,0
824,1987,Oklahoma,113.1,9.7798052,18.200001,0.15568361,114.4,17,0,0,0,0,0,0
825,1988,Oklahoma,103.6,9.8014698,18.299999,0.15133619,122.6,18,0,0,0,0,0,0
826,1989,Oklahoma,97.5,9.8182058,18.4,0.1469887,133.39999,19,0,0,1,0,0,0
827,1990,Oklahoma,88.400002,9.828145,19.700001,0.14264131,146.10001,20,0,0,1,1,0,0
828,1991,Oklahoma,87.800003,9.8226833,19.700001,,149.10001,21,0,0,1,2,0,0
829,1992,Oklahoma,86.300003,9.8441906,19.9,,170.60001,22,0,0,1,3,0,0
830,1993,Oklahoma,86.199997,9.8481712,20,,182.39999,23,0,0,1,4,0,0
831,1994,Oklahoma,104.8,9.861187,20.4,,163.39999,24,0,0,1,5,0,0
832,1995,Oklahoma,109.5,9.8983765,20,,161.10001,25,0,0,1,6,0,0
833,1996,Oklahoma,110.8,9.9188061,19.9,,162.7,26,0,0,1,7,0,0
834,1997,Oklahoma,111.8,9.9199924,20.1,,172,27,0,0,1,8,0,0
835,1998,Oklahoma,112.2,,,,183.60001,28,0,0,1,9,0,0
836,1999,Oklahoma,111.4,,,,203.39999,29,0,0,1,10,0,0
837,2000,Oklahoma,108.9,,,,272.60001,30,0,0,1,11,0,0
838,1970,Pennsylvania,107.3,,,0.163376,38.400002,0,0,0,0,0,0,0
839,1971,Pennsylvania,106.3,,,0.1650846,44.700001,1,0,0,0,0,0,0
840,1972,Pennsylvania,109,9.7842741,,0.1667932,44.700001,2,0,0,0,0,0,0
841,1973,Pennsylvania,110.7,9.8210878,,0.16850179,44.900002,3,0,0,0,0,0,0
842,1974,Pennsylvania,114.2,9.8142262,,0.1702103,46.599998,4,0,0,0,0,0,0
843,1975,Pennsylvania,114.6,9.8045158,,0.1719189,49.799999,5,0,0,0,0,0,0
844,1976,Pennsylvania,118.8,9.8433104,,0.1736275,52.299999,6,0,0,0,0,0,0
845,1977,Pennsylvania,120.1,9.8733702,,0.17533609,53.299999,7,0,0,0,0,0,0
846,1978,Pennsylvania,122.3,9.902813,,0.1770447,57.400002,8,0,0,0,0,0,0
847,1979,Pennsylvania,122.6,9.899785,,0.1787533,60.599998,9,0,0,0,0,0,0
848,1980,Pennsylvania,124,9.869998,,0.1804619,61.299999,10,0,0,0,0,0,0
849,1981,Pennsylvania,125.2,9.8664436,,0.1764556,64.800003,11,0,0,0,0,0,0
850,1982,Pennsylvania,123.3,9.8627663,,0.17244931,69.800003,12,0,0,0,0,0,0
851,1983,Pennsylvania,125.3,9.8769064,,0.16844299,81.699997,13,0,0,0,0,0,0
852,1984,Pennsylvania,115.3,9.9113054,24.9,0.1644367,97.699997,14,0,0,0,0,0,0
853,1985,Pennsylvania,115.8,9.9447384,24.9,0.1604304,100.1,15,0,0,0,0,0,0
854,1986,Pennsylvania,113.9,9.9871082,25.200001,0.15642411,104.9,16,0,0,0,0,0,0
855,1987,Pennsylvania,110.6,10.00093,25.1,0.1524177,110,17,0,0,0,0,0,0
856,1988,Pennsylvania,107.6,10.02141,25.299999,0.14841139,112.3,18,0,0,0,0,0,0
857,1989,Pennsylvania,107.1,10.04745,24.6,0.1444051,122.8,19,0,0,1,0,0,0
858,1990,Pennsylvania,101.3,10.05147,25.799999,0.1403988,133.7,20,0,0,1,1,0,0
859,1991,Pennsylvania,102.5,10.04936,24.6,,144.10001,21,0,0,1,2,0,0
860,1992,Pennsylvania,96.199997,10.06763,23.5,,176.2,22,0,0,1,3,0,0
861,1993,Pennsylvania,94.699997,10.06874,23.700001,,183.8,23,0,0,1,4,0,0
862,1994,Pennsylvania,95.400002,10.09234,23.4,,158.10001,24,0,0,1,5,0,0
863,1995,Pennsylvania,95.400002,10.13072,22.4,,161.7,25,0,0,1,6,0,0
864,1996,Pennsylvania,93.300003,10.15595,22.4,,169.39999,26,0,0,1,7,0,0
865,1997,Pennsylvania,92.900002,10.15234,22.1,,176.5,27,0,0,1,8,0,0
866,1998,Pennsylvania,92.099998,,,,190.89999,28,0,0,1,9,0,0
867,1999,Pennsylvania,91.099998,,,,205,29,0,0,1,10,0,0
868,2000,Pennsylvania,87.900002,,,,280.10001,30,0,0,1,11,0,0
869,1970,Rhode Island,123.9,,,0.18315791,39.299999,0,0,0,0,0,0,0
870,1971,Rhode Island,123.2,,,0.1838495,40.200001,1,0,0,0,0,0,0
871,1972,Rhode Island,134.39999,9.7702112,,0.18454111,41.599998,2,0,0,0,0,0,0
872,1973,Rhode Island,142,9.7852039,,0.1852327,40.599998,3,0,0,0,0,0,0
873,1974,Rhode Island,146.10001,9.7659454,,0.18592431,41.299999,4,0,0,0,0,0,0
874,1975,Rhode Island,154.7,9.7571259,,0.1866159,44.299999,5,0,0,0,0,0,0
875,1976,Rhode Island,150.2,9.795517,,0.18730751,52.200001,6,0,0,0,0,0,0
876,1977,Rhode Island,148.8,9.8197079,,0.1879991,52.299999,7,0,0,0,0,0,0
877,1978,Rhode Island,146.8,9.8429708,,0.18869071,56.299999,8,0,0,0,0,0,0
878,1979,Rhode Island,145.8,9.8439465,,0.1893823,58.700001,9,0,0,0,0,0,0
879,1980,Rhode Island,149.3,9.8353987,,0.19007391,60,10,0,0,0,0,0,0
880,1981,Rhode Island,151.2,9.8362837,,0.1864105,64.5,11,0,0,0,0,0,0
881,1982,Rhode Island,146.3,9.8429747,,0.18274701,71.599998,12,0,0,0,0,0,0
882,1983,Rhode Island,135.8,9.8823481,,0.1790835,84,13,0,0,0,0,0,0
883,1984,Rhode Island,136.89999,9.931385,25.1,0.17542,94.800003,14,0,0,0,0,0,0
884,1985,Rhode Island,133.39999,9.9552393,25.700001,0.1717566,100.3,15,0,0,0,0,0,0
885,1986,Rhode Island,136.3,10.00257,26,0.1680931,101.8,16,0,0,0,0,0,0
886,1987,Rhode Island,124.4,10.02757,25.6,0.16442961,113.5,17,0,0,0,0,0,0
887,1988,Rhode Island,138,10.0653,25.299999,0.1607662,121.5,18,0,0,0,0,0,0
888,1989,Rhode Island,120.8,10.08002,24.799999,0.1571027,134.8,19,0,0,1,0,0,0
889,1990,Rhode Island,101.4,10.05992,24,0.15343919,150.89999,20,0,0,1,1,0,0
890,1991,Rhode Island,103.6,10.03951,24.299999,,170.3,21,0,0,1,2,0,0
891,1992,Rhode Island,100.1,10.0497,22.799999,,190,22,0,0,1,3,0,0
892,1993,Rhode Island,94.099998,10.06695,22.299999,,197.89999,23,0,0,1,4,0,0
893,1994,Rhode Island,91.900002,10.08022,22.6,,168.89999,24,0,0,1,5,0,0
894,1995,Rhode Island,90.800003,10.13503,22.200001,,209.60001,25,0,0,1,6,0,0
895,1996,Rhode Island,87.5,10.14552,21.700001,,214.89999,26,0,0,1,7,0,0
896,1997,Rhode Island,90,10.15322,22.9,,217,27,0,0,1,8,0,0
897,1998,Rhode Island,88.699997,,,,232.2,28,0,0,1,9,0,0
898,1999,Rhode Island,86.900002,,,,251.7,29,0,0,1,10,0,0
899,2000,Rhode Island,83.099998,,,,322.89999,30,0,0,1,11,0,0
900,1970,South Carolina,103.6,,,0.2003088,32.5,0,0,0,0,0,0,0
901,1971,South Carolina,115,,,0.2004893,34.299999,1,0,0,0,0,0,0
902,1972,South Carolina,118.7,9.5093088,,0.2006698,34.099998,2,0,0,0,0,0,0
903,1973,South Carolina,125.5,9.5639935,,0.20085029,33.5,3,0,0,0,0,0,0
904,1974,South Carolina,129.7,9.5587463,,0.2010309,35.200001,4,0,0,0,0,0,0
905,1975,South Carolina,130.5,9.527854,,0.20121139,38.099998,5,0,0,0,0,0,0
906,1976,South Carolina,136.8,9.574728,,0.20139191,41,6,0,0,0,0,0,0
907,1977,South Carolina,137.2,9.5897017,,0.2015724,42.200001,7,0,0,0,0,0,0
908,1978,South Carolina,140.39999,9.6268749,,0.20175301,49.200001,8,0,0,0,0,0,0
909,1979,South Carolina,135.7,9.623209,,0.2019335,50.200001,9,0,0,0,0,0,0
910,1980,South Carolina,138.3,9.6011858,,0.202114,52.299999,10,0,0,0,0,0,0
911,1981,South Carolina,136.10001,9.6005611,,0.197689,54.700001,11,0,0,0,0,0,0
912,1982,South Carolina,136,9.5837898,,0.19326399,61.900002,12,0,0,0,0,0,0
913,1983,South Carolina,131.10001,9.6259909,,0.1888389,72.400002,13,0,0,0,0,0,0
914,1984,South Carolina,127,9.6750488,22,0.1844139,81.300003,14,0,0,0,0,0,0
915,1985,South Carolina,125.4,9.6976843,22.1,0.17998891,83,15,0,0,0,0,0,0
916,1986,South Carolina,126.6,9.7297287,22.9,0.1755639,88.699997,16,0,0,0,0,0,0
917,1987,South Carolina,126.6,9.7545767,23.5,0.17113879,95.300003,17,0,0,0,0,0,0
918,1988,South Carolina,124.4,9.7925787,24,0.1667138,99.900002,18,0,0,0,0,0,0
919,1989,South Carolina,122.4,9.7964678,24,0.1622888,111.9,19,0,0,1,0,0,0
920,1990,South Carolina,118.6,9.8276386,25.6,0.1578638,125.2,20,0,0,1,1,0,0
921,1991,South Carolina,121.5,9.8106251,23.799999,,129,21,0,0,1,2,0,0
922,1992,South Carolina,112.8,9.8254433,23.799999,,151.89999,22,0,0,1,3,0,0
923,1993,South Carolina,115.2,9.834693,24.200001,,164.5,23,0,0,1,4,0,0
924,1994,South Carolina,112.2,9.8676138,24.700001,,139.10001,24,0,0,1,5,0,0
925,1995,South Carolina,109.2,9.909873,24.9,,140,25,0,0,1,6,0,0
926,1996,South Carolina,102.9,9.9266539,25.4,,149.5,26,0,0,1,7,0,0
927,1997,South Carolina,124.5,9.9360113,25.6,,153.89999,27,0,0,1,8,0,0
928,1998,South Carolina,126.9,,,,165.3,28,0,0,1,9,0,0
929,1999,South Carolina,109.4,,,,179.60001,29,0,0,1,10,0,0
930,2000,South Carolina,103.9,,,,255.3,30,0,0,1,11,0,0
931,1970,South Dakota,92.699997,,,0.17867871,38.5,0,0,0,0,0,0,0
932,1971,South Dakota,96.699997,,,0.1804924,38.5,1,0,0,0,0,0,0
933,1972,South Dakota,103,9.6308489,,0.1823062,39.099998,2,0,0,0,0,0,0
